gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot
mens,2019-03-17,0,1.0,0.992198288242,0.908476972164,0.717525857996,0.524314677632,0.321583732479,0.193290145664,1,1,150,Duke,96.3,East,1,0
mens,2019-03-17,0,1.0,0.981433838804,0.88219880348,0.726784067022,0.493112679461,0.315199717458,0.172234051922,1,1,258,Virginia,95.22,South,1,96
mens,2019-03-17,0,1.0,0.988242418092,0.881742207117,0.713949648981,0.494862672901,0.261628703372,0.147768011366,1,1,2250,Gonzaga,95.02,West,1,32
mens,2019-03-17,0,1.0,0.977912624507,0.862688419324,0.567248609358,0.351064505728,0.178717241731,0.087316231746,1,1,153,North Carolina,93.24,Midwest,1,64
mens,2019-03-17,0,1.0,0.964466022879,0.739581919392,0.541654023428,0.22434577737,0.123409908232,0.067041235152,1,1,127,Michigan State,92.28,East,2,28
mens,2019-03-17,0,1.0,0.969115415455,0.731389742174,0.473552877129,0.242296583142,0.113744475902,0.051488310167,1,1,96,Kentucky,91.24,Midwest,2,92
mens,2019-03-17,0,1.0,0.949730551269,0.688962368127,0.441466891838,0.20595906416,0.110637674895,0.049961578351,1,1,2633,Tennessee,91.34,South,2,124
mens,2019-03-17,0,1.0,0.939970361755,0.690616653489,0.397819681316,0.166888801199,0.078630540065,0.040263546015,1,1,130,Michigan,91.04,West,2,60
mens,2019-03-17,0,1.0,0.906052266678,0.652790689762,0.343234274067,0.141908692081,0.05659976783,0.025134250738,1,1,2641,Texas Tech,89.65,West,3,52
mens,2019-03-17,0,1.0,0.880954341402,0.506146027617,0.248497223555,0.102969986768,0.052164143099,0.022143847513,1,1,2509,Purdue,89.04,South,3,116
mens,2019-03-17,0,1.0,0.888465655071,0.617061363665,0.187607440496,0.102882900669,0.044885235614,0.01974437866,1,1,259,Virginia Tech,89.26,East,4,12
mens,2019-03-17,0,1.0,0.774212863023,0.491551425663,0.209451876966,0.109578630185,0.045057709428,0.018024566156,1,1,2,Auburn,89.02,Midwest,5,72
mens,2019-03-17,0,1.0,0.891457522548,0.532146811092,0.234664774055,0.095596542838,0.034666720537,0.01234306461,1,1,248,Houston,87.89,Midwest,3,84
mens,2019-03-17,0,1.0,0.79029194326,0.536401097978,0.153841659391,0.072654048653,0.027064806775,0.011332288763,1,1,52,Florida State,88.44,West,4,44
mens,2019-03-17,0,1.0,0.825215986225,0.382696172975,0.156335056536,0.07913809824,0.027770796323,0.0095917726,1,1,2305,Kansas,86.3,Midwest,4,76
mens,2019-03-17,0,1.0,0.672818443491,0.328697222916,0.145097608928,0.059168840954,0.022819593205,0.008601678275,1,1,66,Iowa State,86.12,Midwest,6,80
mens,2019-03-17,0,1.0,0.60061374675,0.33032869611,0.088253983735,0.03799575706,0.018055747037,0.007172098535,1,1,275,Wisconsin,86.54,South,5,104
mens,2019-03-17,0,1.0,0.752671355034,0.390544904897,0.148670882394,0.048236917622,0.020356283867,0.007164058711,1,1,222,Villanova,86.96,South,6,112
mens,2019-03-17,0,1.0,0.766624334373,0.409934253951,0.101531030156,0.041188868551,0.01841035061,0.006868082824,1,1,2306,Kansas State,86.65,South,4,108
mens,2019-03-17,0,1.0,0.844167125989,0.496374730626,0.158156219915,0.037550595393,0.013304631926,0.004850845205,1,1,99,Louisiana State,86.37,East,3,20
mens,2019-03-17,0,1.0,0.6769018052,0.228691031146,0.109691831105,0.036514807109,0.014440923129,0.004761314596,1,1,2132,Cincinnati,85.44,South,7,120
mens,2019-03-17,0,1.0,0.677598713327,0.194237036393,0.108269952161,0.028822700368,0.010861943346,0.004186767967,1,1,97,Louisville,85.9,East,7,24
mens,2019-03-17,0,1.0,0.577826723869,0.18330731839,0.096080611197,0.036146004223,0.011279618014,0.00404915364,1,1,2440,Nevada,86.11,West,7,56
mens,2019-03-17,0,1.0,0.646456053003,0.324224605665,0.129199265457,0.038565463731,0.012034485748,0.003912187921,1,1,120,Maryland,84.82,East,6,16
mens,2019-03-17,0,1.0,0.694966252172,0.248646933927,0.091985259875,0.026796742022,0.009047384939,0.003478877545,1,1,2084,Buffalo,85.74,West,6,48
mens,2019-03-17,0,1.0,0.786447979008,0.30824464929,0.055456328801,0.021189875666,0.007140050981,0.002487882034,1,1,344,Mississippi State,85.11,East,5,8
mens,2019-03-17,0,1.0,0.640227661361,0.26369331069,0.053497713915,0.019349016078,0.006303973711,0.00234986587,1,1,269,Marquette,84.41,West,5,40
mens,2019-03-17,0,1.0,0.633499192858,0.185529987058,0.078656487948,0.02500334708,0.007437319283,0.002204663177,1,1,2747,Wofford,84.38,Midwest,7,88
mens,2019-03-17,0,1.0,0.602978206888,0.079560025678,0.037674984261,0.013096075355,0.003840523718,0.0013054981,1,1,183,Syracuse,83.92,West,8,36
mens,2019-03-17,0,1.0,0.422173276131,0.113816075176,0.042538069304,0.011136667118,0.003141114992,0.001031702768,1,1,57,Florida,83.95,West,10,58
mens,2019-03-17,0,1.0,0.327181556509,0.116970135745,0.036446372992,0.010599841832,0.002977808022,0.000837234912,1,1,194,Ohio State,82.59,Midwest,11,82
mens,2019-03-17,0,1.0,0.529087523347,0.062473829373,0.028344384595,0.008492490109,0.002822743286,0.000783332151,1,1,201,Oklahoma,83.01,South,9,102
mens,2019-03-17,0,1.0,0.3230981948,0.073558728575,0.026239667664,0.006412180527,0.002360137811,0.000724412374,1,1,2294,Iowa,82.36,South,10,122
mens,2019-03-17,0,1.0,0.39938625325,0.188559936365,0.026181271483,0.006493740502,0.001937321065,0.000483544343,1,1,2483,Oregon,82.64,South,12,106
mens,2019-03-17,0,1.0,0.366500807142,0.079082807425,0.02771221726,0.007234187492,0.001861258495,0.000482353711,1,1,2550,Seton Hall,82.2,Midwest,10,90
mens,2019-03-17,0,1.0,0.247328644966,0.078327582838,0.02055644505,0.004720204584,0.00164134687,0.000476213898,1,1,2608,Saint Mary's (CA),83.58,South,11,114
mens,2019-03-17,0,1.0,0.505994711567,0.067735319848,0.022125786033,0.007009076825,0.001784127789,0.000457791522,1,1,328,Utah State,82.26,Midwest,8,68
mens,2019-03-17,0,1.0,0.470912476653,0.051603652823,0.022253210683,0.006280412825,0.001813963972,0.00043864542,1,1,145,Mississippi,81.64,South,8,100
mens,2019-03-17,0,1.0,0.494005288433,0.065142172129,0.020542702502,0.006295406794,0.001580508055,0.000400382918,1,1,264,Washington,82.55,Midwest,9,70
mens,2019-03-17,0,1.0,0.504988958792,0.046044131106,0.017880508138,0.006229458292,0.001527592614,0.000398891717,1,1,2670,Virginia Commonwealth,81.7,East,8,4
mens,2019-03-17,0,1.0,0.322401286673,0.060590912659,0.021827579319,0.003353566001,0.00105469684,0.000345293426,1,1,135,Minnesota,80.84,East,10,26
mens,2019-03-17,0,1.0,0.359772338639,0.111988912767,0.01706758314,0.004863188434,0.001156367101,0.000326297569,1,1,93,Murray State,81.29,West,12,42
mens,2019-03-17,1,0.575380643398,0.216725436478,0.088893384627,0.021064822931,0.003716571414,0.000991165229,0.000279403904,0,1,2057,Belmont,80.67,East,11a,18
mens,2019-03-17,1,0.533070935863,0.183091982353,0.047561326281,0.016567116593,0.004555862988,0.001025863581,0.000275656241,0,1,9,Arizona State,80.87,West,11a,50
mens,2019-03-17,0,1.0,0.495011041208,0.044527305564,0.014591605321,0.004307716281,0.001047347722,0.00027135907,1,1,2116,Central Florida,81.72,East,9,6
mens,2019-03-17,0,1.0,0.225787136977,0.090463179966,0.018532979945,0.005270449282,0.001152596531,0.00025679172,1,1,166,New Mexico State,80.91,Midwest,12,74
mens,2019-03-17,0,1.0,0.397021793112,0.03714212684,0.014375602928,0.003987448724,0.000821656358,0.000203786602,1,1,239,Baylor,80.76,West,9,38
mens,2019-03-17,1,0.424619356602,0.136818510519,0.049521726735,0.012512102332,0.002353396259,0.000542196542,0.000133723273,0,1,218,Temple,79.39,East,11b,19
mens,2019-03-17,0,1.0,0.20970805674,0.087916678564,0.009418119621,0.001965918499,0.000352946893,7.7207052e-05,1,1,261,Vermont,79.29,West,13,46
mens,2019-03-17,1,0.466929064137,0.121941765475,0.024633320398,0.005300612208,0.000926164797,0.000189762587,4.6822461e-05,0,1,2599,St. John's (NY),78.84,West,11b,51
mens,2019-03-17,0,1.0,0.174784013775,0.035289221396,0.005376261164,0.001170887834,0.000211488039,3.9397442e-05,1,1,111,Northeastern,78.58,Midwest,13,78
mens,2019-03-17,0,1.0,0.213552020992,0.041506647887,0.004370536057,0.001085400642,0.000196652932,3.8861066e-05,1,1,2335,Liberty,78.02,East,12,10
mens,2019-03-17,0,1.0,0.233375665627,0.071177113573,0.006111063783,0.000971058532,0.00019087984,3.1748371e-05,1,1,300,UC-Irvine,78.36,South,13,110
mens,2019-03-17,0,1.0,0.155832874011,0.040985552346,0.006486315022,0.000766187135,0.000121556478,2.1227381e-05,1,1,43,Yale,77.11,East,14,22
mens,2019-03-17,0,1.0,0.093947733322,0.026367729632,0.004168040771,0.000545222631,8.7163414e-05,1.7137134e-05,1,1,94,Northern Kentucky,77.27,West,14,54
mens,2019-03-17,0,1.0,0.111534344929,0.033187339158,0.002493302227,0.000460960818,8.247175e-05,1.6108038e-05,1,1,139,Saint Louis,77.01,East,13,14
mens,2019-03-17,0,1.0,0.119045658598,0.024981484648,0.003621363991,0.000479721483,8.8417185e-05,1.3815024e-05,1,1,295,Old Dominion,76.98,South,14,118
mens,2019-03-17,0,1.0,0.108542477452,0.022185830247,0.003396765014,0.000497136921,6.9789616e-05,1.0249156e-05,1,1,2247,Georgia State,76.3,Midwest,14,86
mens,2019-03-17,0,1.0,0.060029638245,0.012259952944,0.00230633467,0.00030404954,3.9312667e-05,6.344744e-06,1,1,149,Montana,76.17,West,15,62
mens,2019-03-17,0,1.0,0.050269448731,0.008787872152,0.001255694403,0.000125274965,1.8571903e-05,2.348641e-06,1,1,2142,Colgate,74.95,South,15,126
mens,2019-03-17,0,1.0,0.035533977121,0.005590131557,0.000829719435,4.9247143e-05,5.496487e-06,6.8911e-07,1,1,71,Bradley,72.91,East,15,30
mens,2019-03-17,0,1.0,0.018566161196,0.003723714323,0.000540988543,4.6835742e-05,4.268423e-06,3.35807e-07,1,1,2241,Gardner-Webb,71.74,South,16,98
mens,2019-03-17,0,1.0,0.030884584545,0.003997463343,0.000472896673,4.2008038e-05,3.490171e-06,3.10252e-07,1,1,2000,Abilene Christian,72.33,Midwest,15,94
mens,2019-03-17,0,1.0,0.022087375493,0.004434088699,0.000386727495,3.4456813e-05,2.586424e-06,2.08421e-07,1,1,314,Iona,71.88,Midwest,16,66
mens,2019-03-17,1,0.675134365816,0.005864061376,0.000769715828,6.4092644e-05,4.958027e-06,4.61499e-07,4.8664e-08,0,1,2449,North Dakota State,70.35,East,16b,3
mens,2019-03-17,1,0.452647381396,0.005571499223,0.000765977625,9.0292651e-05,7.270805e-06,4.46137e-07,3.5376e-08,0,1,2504,Prairie View,69.57,West,16b,35
mens,2019-03-17,1,0.547352618604,0.006186082686,0.000789662739,8.4395112e-05,6.153952e-06,3.99854e-07,3.351e-08,0,1,161,Fairleigh Dickinson,70.04,West,16a,34
mens,2019-03-17,1,0.324865634184,0.001937650381,0.000181875337,1.0328319e-05,5.47158e-07,2.1573e-08,9.89e-10,0,1,2428,North Carolina Central,65.48,East,16a,2
womens,2019-03-17,0,1.0,0.999698517977,0.971363893724,0.897835151623,0.814667698317,0.503733222943,0.301766695066,1,1,87,Notre Dame,106.24,Chicago,1,96
womens,2019-03-17,0,1.0,0.999330739863,0.985616686516,0.868438979378,0.759911671453,0.520384234361,0.283772938954,1,1,239,Baylor,105.81,Greensboro,1,0
womens,2019-03-17,0,1.0,0.998963419198,0.97143423049,0.87587206576,0.679761194184,0.345588481553,0.187610296747,1,1,41,Connecticut,104.53,Albany,2,92
womens,2019-03-17,0,1.0,0.999326240794,0.977450022477,0.875108993459,0.436685560646,0.222208098479,0.10304788053,1,1,344,Mississippi State,102.18,Portland,1,32
womens,2019-03-17,0,1.0,0.992037270359,0.923692917102,0.845449608051,0.513384533316,0.186477178036,0.058056942856,1,1,2483,Oregon,100.19,Portland,2,60
womens,2019-03-17,0,1.0,0.997174973847,0.942346122539,0.754891816107,0.244535122762,0.096136733007,0.040939899451,1,1,97,Louisville,99.65,Albany,1,64
womens,2019-03-17,0,1.0,0.959763780988,0.921644616187,0.562435265646,0.083494812375,0.021192913533,0.005524933938,1,1,24,Stanford,95.49,Chicago,2,124
womens,2019-03-17,0,1.0,0.968536021005,0.76399114562,0.418379506482,0.074701944125,0.020365861091,0.003765053547,1,1,2294,Iowa,92.14,Greensboro,2,28
womens,2019-03-17,0,1.0,0.899738724143,0.699354664452,0.104923602455,0.061141033808,0.017728376193,0.003508713632,1,1,2579,South Carolina,91.2,Greensboro,4,12
womens,2019-03-17,0,1.0,0.935541727576,0.71591730728,0.39907927523,0.074927233875,0.018279496777,0.003000872784,1,1,152,North Carolina State,90.16,Greensboro,3,20
womens,2019-03-17,0,1.0,0.857612997531,0.435910944352,0.059282984774,0.036631378375,0.008512550847,0.002056190644,1,1,269,Marquette,92.27,Chicago,5,104
womens,2019-03-17,0,1.0,0.977395089926,0.756074228455,0.096538981908,0.035431588156,0.007327969662,0.001659972956,1,1,120,Maryland,91.47,Albany,3,84
womens,2019-03-17,0,1.0,0.959875983169,0.834867019583,0.207365568398,0.030958529607,0.006277135336,0.001393550442,1,1,204,Oregon State,93.35,Albany,4,76
womens,2019-03-17,0,1.0,0.829191126008,0.341063635582,0.173705263557,0.024693318053,0.004052691631,0.000711023104,1,1,305,DePaul,88.87,Chicago,6,112
womens,2019-03-17,0,1.0,0.983691972151,0.632112331598,0.245558819962,0.023559575054,0.003449860943,0.0005436891,1,1,66,Iowa State,88.45,Chicago,3,116
womens,2019-03-17,0,1.0,0.907797659384,0.689563372893,0.080499082101,0.014859242793,0.002594105875,0.000352028856,1,1,183,Syracuse,88.67,Portland,3,52
womens,2019-03-17,0,1.0,0.821469709626,0.598259236773,0.067096433914,0.010072987538,0.002075936309,0.000339961143,1,1,2390,Miami (FL),87.82,Portland,4,44
womens,2019-03-17,0,1.0,0.763306047963,0.067077621664,0.042233719095,0.009724726436,0.00203454978,0.000339486068,1,1,251,Texas,89.55,Portland,7,56
womens,2019-03-17,0,1.0,0.840055404594,0.250257924605,0.020886870046,0.008890521846,0.002065246804,0.000325112807,1,1,52,Florida State,87.07,Greensboro,5,8
womens,2019-03-17,0,1.0,0.924923048715,0.526619308408,0.029631063634,0.011301823899,0.00180704521,0.000309785011,1,1,245,Texas A&M,88.25,Chicago,4,108
womens,2019-03-17,0,1.0,0.664281441236,0.174364428481,0.07332961954,0.008799305755,0.001762476336,0.000237643547,1,1,142,Missouri,87.4,Greensboro,7,24
womens,2019-03-17,0,1.0,0.688352126265,0.255350703587,0.041718481536,0.008579462034,0.001427738321,0.000184720875,1,1,9,Arizona State,88.31,Portland,5,40
womens,2019-03-17,0,1.0,0.684416680541,0.208653450127,0.077426482765,0.008139079732,0.00131305003,0.000141424219,1,1,96,Kentucky,85.21,Greensboro,6,16
womens,2019-03-17,0,1.0,0.557352948124,0.143092477352,0.011238524453,0.002941565903,0.000503782672,9.5586534e-05,1,1,26,UCLA,89.59,Albany,6,80
womens,2019-03-17,0,1.0,0.648270274585,0.205452266619,0.024017025848,0.004464839723,0.000668490655,7.7114231e-05,1,1,2571,South Dakota State,86.59,Portland,6,48
womens,2019-03-17,0,1.0,0.596575986993,0.019550073047,0.009149598073,0.003793416242,0.000514904379,7.6456991e-05,1,1,2117,Central Michigan,86.21,Chicago,8,100
womens,2019-03-17,0,1.0,0.442647051876,0.098368954539,0.006064816535,0.001326886064,0.000190936129,3.0555494e-05,1,1,2633,Tennessee,85.4,Albany,11,82
womens,2019-03-17,0,1.0,0.666324620303,0.045079992462,0.018051930565,0.001625719601,0.000192094673,2.5230447e-05,1,1,130,Michigan,84.84,Albany,8,68
womens,2019-03-17,0,1.0,0.508768969635,0.014714616134,0.005425246315,0.001207932092,0.00014036161,1.817942e-05,1,1,2084,Buffalo,84.43,Albany,10,90
womens,2019-03-17,0,1.0,0.403424013007,0.009073962102,0.003503189549,0.001181129939,0.000117801827,1.3235538e-05,1,1,127,Michigan State,83.02,Chicago,9,102
womens,2019-03-17,0,1.0,0.491231030365,0.013752399472,0.004834321917,0.001021268835,0.000104823308,1.2012949e-05,1,1,164,Rutgers,83.22,Albany,7,88
womens,2019-03-17,0,1.0,0.874339728814,0.147999187609,0.015772590364,0.001004889939,9.557311e-05,1.0112444e-05,1,1,2250,Gonzaga,84.76,Albany,5,72
womens,2019-03-17,0,1.0,0.63816803686,0.010814270511,0.003013014296,0.000865810249,0.000113977253,1.0054475e-05,1,1,25,California,84.29,Greensboro,8,4
womens,2019-03-17,0,1.0,0.335718558764,0.056692459429,0.014985731869,0.000969753082,0.000109104518,8.207379e-06,1,1,2181,Drake,81.87,Greensboro,10,26
womens,2019-03-17,0,1.0,0.697805875722,0.018905598692,0.008403430511,0.000971048624,0.000102039751,8.03347e-06,1,1,233,South Dakota,82.9,Portland,8,36
womens,2019-03-17,0,1.0,0.315583319459,0.060118333037,0.014063818345,0.000833883656,7.8812132e-05,4.975522e-06,1,1,163,Princeton,80.23,Greensboro,11,18
womens,2019-03-17,0,1.0,0.236693952037,0.007735266638,0.003006270263,0.000338782413,3.8071847e-05,3.242099e-06,1,1,84,Indiana,81.96,Portland,10,58
womens,2019-03-17,0,1.0,0.36183196314,0.003480828371,0.001056443822,0.000330452928,3.693604e-05,2.770611e-06,1,1,153,North Carolina,80.36,Greensboro,9,6
womens,2019-03-17,0,1.0,0.546039152848,0.032222930663,0.007633438252,0.000302612372,2.6975185e-05,2.735958e-06,1,1,2,Auburn,80.68,Chicago,10,122
womens,2019-03-17,0,1.0,0.100261275857,0.034884834444,0.001310002691,0.000336019233,3.5991706e-05,2.588963e-06,1,1,2057,Belmont,79.97,Greensboro,13,14
womens,2019-03-17,0,1.0,0.311647873735,0.073067187347,0.00342043783,0.000247997948,2.9042665e-05,2.588413e-06,1,1,2116,Central Florida,79.89,Portland,12,42
womens,2019-03-17,0,1.0,0.178530290374,0.073322872293,0.003397346204,0.000244220484,2.8035896e-05,2.445989e-06,1,1,526,Florida Gulf Coast,79.84,Portland,13,46
womens,2019-03-17,0,1.0,0.351729725415,0.077956459694,0.0036502327,0.000313016716,2.7594112e-05,1.808096e-06,1,1,2514,Quinnipiac,80.5,Portland,11,50
womens,2019-03-17,0,1.0,0.333675379697,0.012266915022,0.003249390555,0.000168856176,1.4043139e-05,1.313882e-06,1,1,2306,Kansas State,81.06,Albany,9,70
womens,2019-03-17,0,1.0,0.170808873992,0.025941252129,0.004360813801,0.000145812703,8.76835e-06,6.22247e-07,1,1,2623,Missouri State,78.39,Chicago,11,114
womens,2019-03-17,0,1.0,0.142387002469,0.026990183364,0.000414740172,6.4537063e-05,3.752576e-06,2.58901e-07,1,1,242,Rice,77.62,Chicago,12,106
womens,2019-03-17,0,1.0,0.159944595406,0.015502576499,0.000368047455,6.823845e-05,4.587962e-06,2.08104e-07,1,1,2083,Bucknell,76.6,Greensboro,12,10
womens,2019-03-17,0,1.0,0.453960847152,0.023124046377,0.003353966049,7.5501313e-05,3.193403e-06,1.63764e-07,1,1,252,Brigham Young,77.39,Chicago,7,120
womens,2019-03-17,0,1.0,0.302194124278,0.003579953026,0.000852075619,4.4153499e-05,3.107318e-06,1.61326e-07,1,1,228,Clemson,76.62,Portland,9,38
womens,2019-03-17,0,1.0,0.064458272424,0.015310909557,0.002014992202,6.2027753e-05,3.375589e-06,1.24289e-07,1,1,311,Maine,75.68,Greensboro,14,22
womens,2019-03-17,0,1.0,0.040236219012,0.023008406772,0.002920370567,5.6771527e-05,2.151594e-06,9.9988e-08,1,1,302,UC-Davis,76.81,Chicago,15,126
womens,2019-03-17,0,1.0,0.092202340616,0.027027900794,0.000732922673,3.9336263e-05,2.266698e-06,9.5362e-08,1,1,2230,Fordham,76.21,Portland,14,54
womens,2019-03-17,0,1.0,0.075076951285,0.010479563876,0.000182828019,3.1406617e-05,1.574843e-06,9.5107e-08,1,1,2750,Wright State,76.28,Chicago,13,110
womens,2019-03-17,0,1.0,0.031463978995,0.00495196647,0.000720573568,2.2901284e-05,1.432482e-06,6.0767e-08,1,1,2382,Mercer,74.21,Greensboro,15,30
womens,2019-03-17,0,1.0,0.040124016831,0.012373217307,0.000476995154,1.1317225e-05,4.588e-07,2.1322e-08,1,1,68,Boise State,75.97,Albany,13,78
womens,2019-03-17,0,1.0,0.007962729641,0.001494194596,0.000411139268,3.0068757e-05,7.82646e-07,1.447e-08,1,1,2502,Portland State,72.17,Portland,15,62
womens,2019-03-17,0,1.0,0.125660271186,0.004760575501,0.000173366625,3.899538e-06,1.66908e-07,8.203e-09,1,1,2031,Arkansas-Little Rock,74.2,Albany,12,74
womens,2019-03-17,0,1.0,0.022604910074,0.002464339653,2.0725096e-05,8.89625e-07,2.4406e-08,7.82e-10,1,1,2515,Radford,70.15,Albany,14,86
womens,2019-03-17,0,1.0,0.001036580802,9.8753904e-05,5.318016e-06,1.6868e-07,2.893e-09,5.9e-11,1,1,119,Towson,66.57,Albany,15,94
womens,2019-03-17,0,1.0,0.002825026153,0.000306969977,1.8342233e-05,1.71613e-07,2.82e-09,5.5e-11,1,1,2523,Robert Morris,66.86,Albany,16,66
womens,2019-03-17,0,1.0,0.016308027849,0.000882780692,3.2062167e-05,1.91905e-07,2.482e-09,4.4e-11,1,1,166,New Mexico State,66.98,Chicago,14,118
womens,2019-03-17,0,1.0,0.000669260137,8.8214603e-05,3.039856e-06,1.22772e-07,2.058e-09,2.5e-11,1,1,2000,Abilene Christian,65.11,Greensboro,16,2
womens,2019-03-17,0,1.0,0.000301482023,1.2071127e-05,4.44156e-07,1.4246e-08,2.28e-10,5e-12,1,1,2065,Bethune-Cookman,63.54,Chicago,16,98
womens,2019-03-17,0,1.0,0.000673759206,6.4425805e-05,2.800928e-06,2.2811e-08,2.8e-10,2e-12,1,1,2582,Southern,61.9,Portland,16,34
